"","GSM442574.CEL","GSM442574.CEL.gz","GSM442575.CEL","GSM442575.CEL.gz","GSM442576.CEL","GSM442576.CEL.gz","GSM442577.CEL","GSM442577.CEL.gz","GSM442578.CEL","GSM442578.CEL.gz","GSM442579.CEL","GSM442579.CEL.gz","GSM442580.CEL","GSM442580.CEL.gz"
"Gga.1010.1.S1_at",6.23130918522502,6.23130918522502,6.08736682564504,6.08736682564504,6.18450864168526,6.18450864168526,6.17958800061386,6.17958800061386,6.14174923484479,6.14174923484479,6.17958800061386,6.17958800061386,6.27332033238983,6.27332033238983
"Gga.10100.1.S1_at",2.70518154391058,2.70518154391058,2.75306378766061,2.75306378766061,3.01988188206522,3.01988188206522,2.71204702546461,2.71204702546461,2.75306378766061,2.75306378766061,2.75306378766061,2.75306378766061,2.75306378766061,2.75306378766061
"Gga.10101.1.S1_at",4.33135039734729,4.33135039734729,4.81809634927165,4.81809634927165,4.66319897876103,4.66319897876103,4.66319897876103,4.66319897876103,4.66319897876103,4.66319897876103,4.70020065427758,4.70020065427758,4.73103723601223,4.73103723601223
"Gga.10102.1.S1_s_at",4.13570402554112,4.13570402554112,3.838064168706,3.838064168706,3.84261894467061,3.84261894467061,3.8210062415097,3.8210062415097,3.73742324313561,3.73742324313561,3.8889786148999,3.8889786148999,3.92235553160627,3.92235553160627
"Gga.10103.1.S1_at",6.1779157180865,6.1779157180865,6.22395895326924,6.22395895326924,6.26220329618071,6.26220329618071,6.11782767031058,6.11782767031058,6.22395895326924,6.22395895326924,6.34857530627331,6.34857530627331,6.22395895326924,6.22395895326924
"Gga.10103.1.S1_s_at",3.32413967708037,3.32413967708037,3.06897442998564,3.06897442998564,3.1531885634759,3.1531885634759,3.1531885634759,3.1531885634759,3.1531885634759,3.1531885634759,3.02256721557711,3.02256721557711,3.1531885634759,3.1531885634759
"Gga.10104.1.S1_s_at",4.21802863375931,4.21802863375931,3.66844144581248,3.66844144581248,3.84261894467061,3.84261894467061,4.00259246663771,4.00259246663771,4.00259246663771,4.00259246663771,4.08436543759967,4.08436543759967,4.11036108916802,4.11036108916802
"Gga.10105.1.S1_at",3.28897405244975,3.28897405244975,3.10411710698912,3.10411710698912,3.17333383640949,3.17333383640949,3.11357373765393,3.11357373765393,3.17333383640949,3.17333383640949,3.17333383640949,3.17333383640949,3.17333383640949,3.17333383640949
"Gga.10106.1.S1_at",3.60892920690869,3.60892920690869,3.56143706937583,3.56143706937583,3.62676635336806,3.62676635336806,3.39749814373404,3.39749814373404,3.37180747773651,3.37180747773651,3.56143706937583,3.56143706937583,3.56588910252585,3.56588910252585
"Gga.10107.1.A1_at",3.57290558968444,3.57290558968444,4.03831311503346,4.03831311503346,3.59781101641715,3.59781101641715,3.72813376658957,3.72813376658957,4.09265594282216,4.09265594282216,3.8889786148999,3.8889786148999,3.61371310524265,3.61371310524265
"Gga.10107.1.S1_s_at",4.81403753203314,4.81403753203314,4.39587101987581,4.39587101987581,4.42471289819636,4.42471289819636,4.51928345028241,4.51928345028241,4.97070112926452,4.97070112926452,4.51928345028241,4.51928345028241,4.56124296025794,4.56124296025794
"Gga.10108.1.S1_at",4.09600747932959,4.09600747932959,4.07993143808361,4.07993143808361,4.09600747932959,4.09600747932959,3.98115326762311,3.98115326762311,3.96313077721768,3.96313077721768,3.75282763869488,3.75282763869488,4.07993143808361,4.07993143808361
"Gga.10109.1.S1_at",4.03990994792044,4.03990994792044,3.88239418944762,3.88239418944762,4.03990994792044,4.03990994792044,4.09099486264094,4.09099486264094,4.0484878699535,4.0484878699535,4.03990994792044,4.03990994792044,4.03990994792044,4.03990994792044
"Gga.1011.1.S1_at",4.72702757504458,4.72702757504458,4.72702757504458,4.72702757504458,4.72702757504458,4.72702757504458,4.81122678096342,4.81122678096342,4.69454374320738,4.69454374320738,4.5814899549059,4.5814899549059,4.81458492515144,4.81458492515144
"Gga.10110.1.S1_at",4.08331677960313,4.08331677960313,3.96598566225925,3.96598566225925,4.07652136956544,4.07652136956544,3.88445953532708,3.88445953532708,4.02281289480877,4.02281289480877,3.92790446156568,3.92790446156568,3.96598566225925,3.96598566225925
"Gga.10111.1.S1_at",2.71293459482727,2.71293459482727,2.6249748665521,2.6249748665521,2.61359779655493,2.61359779655493,2.61359779655493,2.61359779655493,2.61359779655493,2.61359779655493,2.39757492284167,2.39757492284167,2.68491417026025,2.68491417026025
"Gga.10111.1.S1_s_at",5.56565002084592,5.56565002084592,5.80945126925684,5.80945126925684,5.74872442717974,5.74872442717974,5.83836670560484,5.83836670560484,5.80945126925684,5.80945126925684,5.80945126925684,5.80945126925684,5.7222939252433,5.7222939252433
"Gga.10112.1.S1_at",2.72700166597819,2.72700166597819,2.79526021327883,2.79526021327883,2.96266978205508,2.96266978205508,2.79526021327883,2.79526021327883,2.61799040661179,2.61799040661179,2.79526021327883,2.79526021327883,2.79526021327883,2.79526021327883
"Gga.10113.1.S1_s_at",4.47234919722027,4.47234919722027,4.50664306939052,4.50664306939052,4.50664306939052,4.50664306939052,4.50664306939052,4.50664306939052,4.22054444468854,4.22054444468854,4.49584568349214,4.49584568349214,4.81809634927165,4.81809634927165
"Gga.10114.1.S1_s_at",4.64288974845172,4.64288974845172,4.70493391794304,4.70493391794304,4.65793602477755,4.65793602477755,4.73698634822159,4.73698634822159,4.73061892657188,4.73061892657188,4.94246695055636,4.94246695055636,4.73061892657188,4.73061892657188
"Gga.10114.2.S1_at",2.98566565370288,2.98566565370288,2.91376310149708,2.91376310149708,2.84043852783199,2.84043852783199,2.87071750872552,2.87071750872552,2.83584271888833,2.83584271888833,2.83584271888833,2.83584271888833,2.79942176563599,2.79942176563599
"Gga.10115.1.S1_s_at",3.26736492038924,3.26736492038924,3.28914503614828,3.28914503614828,3.66944397836591,3.66944397836591,3.80386359911941,3.80386359911941,3.42683970415682,3.42683970415682,3.51190636325059,3.51190636325059,3.51190636325059,3.51190636325059
"Gga.10116.1.A1_at",2.95030626519202,2.95030626519202,3.3015717033586,3.3015717033586,3.41530812141785,3.41530812141785,3.3015717033586,3.3015717033586,3.12351392102809,3.12351392102809,3.67441567245011,3.67441567245011,3.33996992264305,3.33996992264305
"Gga.10116.1.S1_at",2.39921774524095,2.39921774524095,2.42237530340641,2.42237530340641,2.67702238780302,2.67702238780302,2.56084464378779,2.56084464378779,2.65699989148462,2.65699989148462,2.6721954136366,2.6721954136366,2.56567161795422,2.56567161795422
"Gga.10117.2.S1_a_at",2.82368769728163,2.82368769728163,2.82242495233421,2.82242495233421,2.76601270982899,2.76601270982899,2.82368769728163,2.82368769728163,2.92710842041561,2.92710842041561,2.80345575813251,2.80345575813251,2.84810996096305,2.84810996096305
"Gga.10118.1.S1_at",3.60761059052028,3.60761059052028,3.98785492130309,3.98785492130309,4.10081946690275,4.10081946690275,4.05021192669766,4.05021192669766,3.95589131740913,3.95589131740913,3.98785492130309,3.98785492130309,3.98785492130309,3.98785492130309
"Gga.10119.1.S1_at",3.2000069204057,3.2000069204057,3.74696202772279,3.74696202772279,3.55305721996055,3.55305721996055,3.37904927182694,3.37904927182694,3.51826191917445,3.51826191917445,3.40736180954619,3.40736180954619,2.96833584677942,2.96833584677942
"Gga.1012.1.S1_at",5.60145178337388,5.60145178337388,5.34566153462091,5.34566153462091,5.53243161582506,5.53243161582506,5.42218743590682,5.42218743590682,5.73169919845527,5.73169919845527,5.57635782473088,5.57635782473088,5.76320075315026,5.76320075315026
"Gga.10120.1.S1_s_at",4.32219411736962,4.32219411736962,4.2591628646942,4.2591628646942,4.15165652833733,4.15165652833733,4.39623088369178,4.39623088369178,4.2846027885168,4.2846027885168,4.20334375689388,4.20334375689388,3.84290640045203,3.84290640045203
"Gga.10121.1.S1_at",3.78149904503259,3.78149904503259,3.81467359946974,3.81467359946974,3.81467359946974,3.81467359946974,3.81467359946974,3.81467359946974,3.49830872178499,3.49830872178499,4.00891384088808,4.00891384088808,3.8583820895834,3.8583820895834
